Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YNL070W,,,,,,
YJR139C,,,,,,
YAR010C,,,,,,
YDL092W,,,,,,
YJL044C,,,,,,
YIR016W,,,,,,
YLR404W,,,,,,
YOR096W,ENSG00000171863,55,1,2,3575205,3580919
YCL058W-A,,,,,,
YML062C,,,,,,
YNL206C,,,,,,
YBR029C,ENSG00000163624,35,1,4,84582979,84651338
YBR029C,ENSG00000101290,34,1,20,5126786,5197887
YJL101C,ENSG00000001084,42,1,6,53497341,53616970
YKL047W,,,,,,
YDR375C,ENSG00000074582,45,1,2,218658764,218663443
YLR375W,,,,,,
YPL183W-A,,,,,,
YIL153W,ENSG00000119383,32,1,9,129110950,129148946
YLR252W,,,,,,
YGR098C,ENSG00000135476,19,1,12,53268299,53293643
YER159C-A,,,,,,
YER010C,,,,,,
YJL197W,ENSG00000170832,19,1,17,60179094,60422470
YJL197W,ENSG00000103404,15,1,16,23061406,23149270
YJL197W,ENSG00000135655,21,1,12,62260338,62417431
YJL197W,ENSG00000172046,20,1,3,49108046,49120938
YJL197W,ENSG00000154914,15,1,17,9644698,9729691
YJL197W,ENSG00000129204,15,1,17,5116438,5175034
YJL197W,ENSG00000114316,21,1,3,49277831,49340712
YJL197W,ENSG00000102226,19,1,X,47232690,47248328
YHR149C,,,,,,
YDR146C,ENSG00000136826,9,1,9,107484852,107490482
YDR146C,ENSG00000105610,8,1,19,12884423,12887181
YDR146C,ENSG00000118263,7,1,2,207074137,207167267
YDR146C,ENSG00000118922,9,1,13,73686089,74133905
YDR146C,ENSG00000127528,8,1,19,16324817,16327874
YDR146C,ENSG00000109787,8,1,4,38664196,38701042
YDR146C,ENSG00000163884,11,1,3,126342635,126357442
YDR146C,ENSG00000102349,8,1,X,56232421,56287889
YDR146C,ENSG00000067082,8,1,10,3775996,3785281
YDR146C,ENSG00000171872,7,1,1,44118850,44135140
YDR146C,ENSG00000102554,10,1,13,73054976,73077542
YDL212W,,,,,,
YER025W,ENSG00000180574,62,1,12,10505602,10523135
YER025W,ENSG00000130741,63,1,X,24054716,24077971
YJR037W,,,,,,
YJL068C,ENSG00000139684,38,1,13,46771256,46797232
YBR046C,ENSG00000180011,27,1,18,75195108,75209348
YAL016C-B,,,,,,
YCR024C-A,,,,,,
YGL011C,ENSG00000100902,53,1,14,35278633,35317493
YGL238W,ENSG00000124207,36,1,20,49046246,49096960
YBR111W-A,,,,,,
YLR463C,,,,,,
YLL047W,,,,,,
YBR052C,,,,,,
YCL069W,,,,,,
YPR085C,,,,,,
YBR089W,,,,,,
YPR167C,,,,,,
YER048C,ENSG00000176410,11,1,7,73680969,73683453
YKL154W,ENSG00000144867,25,1,3,133784033,133825772
YHR169W,ENSG00000105671,47,1,19,18919675,18928633
YGR247W,,,,,,
YER037W,,,,,,
YLR321C,,,,,,
YFL034W,ENSG00000162542,15,1,1,19682213,19799945
YMR063W,,,,,,
YIL125W,ENSG00000105953,45,1,7,44606572,44709066
YIL125W,ENSG00000197444,43,1,10,49734643,49762379
YIL125W,ENSG00000181192,32,1,10,12068972,12123225
YIR023C-A,,,,,,
YIL032C,,,,,,
YOR270C,ENSG00000185344,37,1,12,123712318,123761755
YOR270C,ENSG00000033627,41,1,17,42458844,42522611
YOR270C,ENSG00000105929,38,1,7,138706295,138799560
YOR270C,ENSG00000110719,35,1,11,68039016,68050895
YNL184C,,,,,,
YLR304C,ENSG00000100412,66,1,22,41469125,41528989
YHR145C,,,,,,
YGL017W,ENSG00000107669,21,1,10,121740421,121928801
YDR133C,,,,,,
YBR200W,,,,,,
YOR087W,,,,,,
YFR053C,ENSG00000160883,28,1,5,176880869,176899332
YFR053C,ENSG00000106633,30,1,7,44144271,44198170
YFR053C,ENSG00000156510,31,1,10,69220303,69267559
YFR053C,ENSG00000156515,32,1,10,69269984,69401882
YFR053C,ENSG00000159399,33,1,2,74833981,74893359
YOR212W,ENSG00000069966,33,1,15,52115105,52191369
YOR212W,ENSG00000114450,33,1,3,179396089,179451590
YOR212W,ENSG00000085433,18,1,1,108970214,109042113
YOR212W,ENSG00000172354,32,1,7,100673531,100679174
YOR212W,ENSG00000078369,32,1,1,1785285,1891117
YOR212W,ENSG00000111664,32,1,12,6839954,6847393
YIL098C,,,,,,
YNL110C,ENSG00000155438,22,1,2,121726945,121736923
YML128C,,,,,,
YOR001W,ENSG00000171824,29,1,1,11066618,11099881
YER129W,ENSG00000110931,12,1,12,121237691,121298308
YER129W,ENSG00000118046,9,1,19,1177558,1228435
YER129W,ENSG00000004660,13,1,17,3860315,3894891
YBL001C,,,,,,
YOR304C-A,,,,,,
YDR373W,ENSG00000138472,24,1,3,108907792,108953895
YDR373W,ENSG00000115041,42,1,2,95297304,95386083
YDR373W,ENSG00000120049,39,1,10,101825974,101843920
YDR373W,ENSG00000185774,42,1,4,20728616,21948799
YDR373W,ENSG00000121905,49,1,1,32885994,32898441
YDR373W,ENSG00000163032,52,1,2,17539126,17657018
YDR373W,ENSG00000115756,49,1,2,10302889,10427617
YDR373W,ENSG00000112599,31,1,6,42184401,42194916
YDR373W,ENSG00000116983,51,1,1,39678648,39691689
YDR373W,ENSG00000104490,52,1,8,101686543,102124907
YDR373W,ENSG00000109047,36,1,17,9896320,9905621
YDR373W,ENSG00000182132,43,1,5,170353487,170736632
YDR373W,ENSG00000107130,60,1,9,130172578,130237304
YDR373W,ENSG00000048545,29,1,6,42155406,42180056
YOR057W,ENSG00000165416,22,1,13,52652709,52700909
YGR091W,ENSG00000105618,24,1,19,54115410,54131719
YLR087C,ENSG00000138688,17,1,4,122152333,122362758
YAL012W,ENSG00000116761,51,1,1,70411218,70439851
YDR351W,,,,,,
YOL002C,ENSG00000163291,22,1,4,78887127,78939438
YOL002C,ENSG00000162073,19,1,16,2969245,2973489
YOL002C,ENSG00000006831,33,1,12,1688574,1788678
YOL002C,ENSG00000159346,31,1,1,202940823,202958572
YGL244W,ENSG00000137815,24,1,15,41408408,41483563
YCL035C,ENSG00000173221,28,1,5,95751319,95823005
YCL035C,ENSG00000023572,32,1,1,193096468,193106114
YKL146W,ENSG00000186335,18,1,5,151314978,151347590
YKL146W,ENSG00000186334,16,1,5,151276762,151303766
YKL146W,ENSG00000123643,16,1,5,151437046,151492381
YKL146W,ENSG00000180773,15,1,11,93144171,93197964
YHL008C,,,,,,
YGR005C,ENSG00000188342,17,1,13,45120515,45284909
YPR152C,,,,,,
YNL235C,,,,,,
YNL066W,,,,,,
YJL107C,,,,,,
YOL092W,ENSG00000040487,26,1,1,19312326,19329300
YOL092W,ENSG00000174899,7,1,3,157543246,157677749
YNL336W,,,,,,
YKL206C,,,,,,
YGL014C-A,,,,,,
YMR115W,,,,,,
YOR156C,ENSG00000108175,12,1,10,79069035,79316528
YOR156C,ENSG00000122515,14,1,7,44748581,44769881
YOR156C,ENSG00000105229,16,1,19,4007646,4039386
YOR156C,ENSG00000131788,16,1,1,145848522,145859836
YOR156C,ENSG00000033800,15,1,15,68054179,68198603
YOR156C,ENSG00000078043,17,1,18,46803224,46920160
YLR381W,,,,,,
YOL003C,ENSG00000023041,14,1,10,112424428,112446917
YOL003C,ENSG00000171307,16,1,10,97446131,97457370
YJR162C,,,,,,
YEL005C,,,,,,
YCL048W-A,,,,,,
YIR017C,,,,,,
YBL028C,,,,,,
YGR184C,ENSG00000159459,10,1,15,42942897,43106113
YGR184C,ENSG00000024048,11,1,6,42564062,42693504
YKL039W,ENSG00000153214,18,1,2,112055223,112119318
YKL039W,ENSG00000103978,17,1,15,42210452,42273663
YGL028C,,,,,,
YMR127C,,,,,,
YLR418C,ENSG00000134371,25,1,1,193122017,193253901
YDR247W,,,,,,
YBL029C-A,,,,,,
YMR205C,ENSG00000067057,33,1,10,3066333,3137712
YMR205C,ENSG00000141959,35,1,21,44300051,44327376
YMR205C,ENSG00000152556,34,1,12,48105139,48146404
YKR008W,,,,,,
YJL118W,,,,,,
YFR043C,,,,,,
YIL029C,,,,,,
YDR265W,ENSG00000157911,23,1,1,2403964,2413797
YOR255W,,,,,,
YNL131W,,,,,,
YER101C,,,,,,
YNL312W,ENSG00000117748,25,1,1,27891524,27914746
YNL312W,ENSG00000204086,21,1,X,96883908,96885467
YDR365W-A,,,,,,
YJL172W,ENSG00000162877,26,1,1,205828022,205850132
YMR215W,,,,,,
YHL031C,ENSG00000108587,26,1,17,30477362,30527592
YER159C,ENSG00000175550,27,1,11,65919257,65921561
YEL047C,,,,,,
YHR118C,,,,,,
YKL016C,,,,,,
YOR160W,ENSG00000117408,18,1,1,43946939,43968022
YOR160W,ENSG00000064419,22,1,7,128954180,129055173
YHL045W,,,,,,
YPR056W,ENSG00000111358,27,1,12,123633739,123662606
YBR201W,,,,,,
YER144C,ENSG00000036672,17,1,11,119355215,119381726
YER144C,ENSG00000138592,23,1,15,50424380,50514419
YER144C,ENSG00000136878,16,1,9,129834698,129881838
YER144C,ENSG00000077254,15,1,1,77695987,77759852
YER144C,ENSG00000143258,15,1,1,161159450,161165723
YER144C,ENSG00000170236,12,1,15,50500562,50546708
YOR185C,ENSG00000132341,78,1,12,130871879,130877678
YBR264C,ENSG00000255587,28,1,6,36697851,36733183
YBR264C,ENSG00000041353,33,1,18,54717860,54895516
YBR264C,ENSG00000069974,31,1,15,55202966,55319113
YBR264C,ENSG00000165105,27,1,9,82979585,83063177
YFL015C,,,,,,
YDR239C,,,,,,
YML016C,,,,,,
YDL180W,,,,,,
Q0092,,,,,,
YEL058W,ENSG00000013375,43,1,6,83161150,83193936
YLR172C,ENSG00000117543,52,1,1,100989623,101026088
YBR024W,ENSG00000133028,28,1,17,10672474,10698375
YBR024W,ENSG00000130489,23,1,22,50523568,50526439
YOR023C,,,,,,
YJL168C,ENSG00000170364,10,1,3,4303304,4317567
YJL168C,ENSG00000165671,15,1,5,177133025,177300215
YJL168C,ENSG00000152455,10,1,10,14878820,14904315
YJL168C,ENSG00000143379,10,1,1,150926263,150964744
YJL168C,ENSG00000136169,9,1,13,49444374,49495003
YJL168C,ENSG00000101945,11,1,X,48695554,48709012
YJL168C,ENSG00000181555,16,1,3,47016429,47163967
YJL168C,ENSG00000109685,13,1,4,1871424,1982207
YJL168C,ENSG00000147548,13,1,8,38269697,38382272
YJL168C,ENSG00000181090,11,1,9,137618963,137870016
YJL168C,ENSG00000204371,11,1,6,31879759,31897687
Q0120,ENSG00000198727,25,1,MT,14747,15887
YJL121C,ENSG00000235376,51,1,10,103245887,103248016
YJL121C,ENSG00000197713,53,1,2,210002565,210022259
YPL212C,ENSG00000177192,26,1,12,131929200,131945896
YJL036W,ENSG00000162627,21,1,1,98661701,98760500
YJL036W,ENSG00000148158,22,1,9,112750838,112881671
YJL036W,ENSG00000205302,20,1,5,122774996,122830108
YJL036W,ENSG00000114520,22,1,3,125446644,125520197
YJL036W,ENSG00000028528,19,1,15,64094123,64146090
YGL114W,,,,,,
YOL077C,ENSG00000113460,45,1,5,34915376,34925996
YJL201W,,,,,,
YBL100W-B,,,,,,
YDR528W,,,,,,
YPL141C,ENSG00000212122,12,1,5,113432554,113435031
YPL141C,ENSG00000139908,12,1,14,24205697,24208362
YPL141C,ENSG00000178093,10,1,19,19512418,19515685
YPL141C,ENSG00000162526,11,1,1,32351521,32364312
YPL141C,ENSG00000206203,11,1,22,19130808,19132623
YER138C,,,,,,
YHR213W-A,,,,,,
YPR001W,,,,,,
YBR135W,ENSG00000123975,25,1,9,89311198,89316703
YBR135W,ENSG00000173207,27,1,1,154974653,154979249
YNL262W,ENSG00000177084,41,1,12,132623753,132687365
YNL317W,ENSG00000136709,37,1,2,127701022,127811187
YLL033W,,,,,,
YHL049C,,,,,,
YML034C-A,,,,,,
YPR104C,ENSG00000160973,5,1,8,144473412,144476335
YPR104C,ENSG00000170802,8,1,2,48314637,48379294
YPR104C,ENSG00000176302,4,1,11,118971707,118981291
YPR104C,ENSG00000109101,8,1,17,28506243,28538896
YPR104C,ENSG00000176165,7,1,14,28765388,28770277
YPR104C,ENSG00000164916,11,1,7,4682309,4771443
YPR104C,ENSG00000053254,9,1,14,89124871,89619149
YPR104C,ENSG00000198815,8,1,1,42176539,42335877
YPR104C,ENSG00000103241,6,1,16,86510527,86515418
YPR104C,ENSG00000164379,6,1,6,1312473,1314187
YPR104C,ENSG00000139445,9,1,12,109277979,109309220
YPR104C,ENSG00000141568,11,1,17,82519713,82644662
YPR104C,ENSG00000129654,7,1,17,76136333,76141299
YPR104C,ENSG00000137273,7,1,6,1389834,1395597
YPR104C,ENSG00000065970,7,1,12,8032703,8055503
YPR104C,ENSG00000189299,4,1,X,55623400,55625325
YKL220C,,,,,,
YOR069W,,,,,,
YPL244C,ENSG00000121073,24,1,17,49700943,49709014
YPL244C,ENSG00000124786,22,1,6,8413068,8435483
YPL244C,ENSG00000157593,22,1,6,44254096,44257890
YGL164C,,,,,,
YGL231C,ENSG00000128463,26,1,15,34224999,34230156
YER090W,,,,,,
YBL046W,,,,,,
YLR026C,ENSG00000162236,31,1,11,62806897,62832088
YPR049C,,,,,,
YIR018W,,,,,,
YAR027W,,,,,,
YDL200C,,,,,,
YIL114C,ENSG00000078668,19,1,8,42391624,42405897
YIL114C,ENSG00000165637,19,1,10,75210154,75231448
YIL114C,ENSG00000213585,20,1,5,133971915,134005133
YGR026W,,,,,,
YFL027C,ENSG00000125875,15,1,20,435480,462553
YLR380W,,,,,,
YGR169C-A,,,,,,
YKL184W,ENSG00000142920,33,1,1,33081104,33120530
YKL184W,ENSG00000115758,39,1,2,10439968,10448504
YKL184W,ENSG00000155096,32,1,8,102826357,102893864
YHR036W,,,,,,
YNL153C,ENSG00000101132,35,1,20,54207847,54228052
YGR079W,,,,,,
YIL164C,,,,,,
YML009C,,,,,,
YDL133W,,,,,,
YOL073C,,,,,,
YMR250W,,,,,,
YBR098W,,,,,,
YDR444W,,,,,,
YHR005C,ENSG00000120063,27,1,17,65010715,65056839
YHR005C,ENSG00000146535,28,1,7,2728112,2844324
YHR005C,ENSG00000087460,26,1,20,58839718,58911192
YHR005C,ENSG00000141404,25,1,18,11688956,11885685
YDR507C,ENSG00000174672,17,1,11,1389899,1462689
YDR507C,ENSG00000160469,19,1,19,55282072,55312533
YPR094W,ENSG00000100410,55,1,22,41459717,41468725
YMR303C,,,,,,
YBR237W,ENSG00000145833,33,1,5,134758771,134855133
YER018C,,,,,,
YDL130W,,,,,,
YDL011C,,,,,,
YNL138W-A,,,,,,
YHR161C,ENSG00000073921,19,1,11,85957684,86069882
YHR161C,ENSG00000065609,20,1,6,83552880,83709691
YDR116C,,,,,,
YKL027W,,,,,,
YDR242W,ENSG00000165591,17,1,X,57286706,57489196
YDR242W,ENSG00000117480,25,1,1,46394265,46413848
YOL145C,ENSG00000198730,24,1,11,10750987,10779743
YLR281C,ENSG00000130921,27,1,12,123232916,123257959
YOR290C,ENSG00000080503,31,1,9,2015219,2193624
YOR290C,ENSG00000127616,31,1,19,10961001,11065395
YKR065C,,,,,,
YJR031C,ENSG00000146005,7,1,5,139795821,139844466
YJR031C,ENSG00000156011,8,1,8,18527301,19084730
YJR031C,ENSG00000125637,8,1,2,113157325,113209396
YJR031C,ENSG00000059915,8,1,10,102402617,102421539
YJR031C,ENSG00000107862,23,1,10,102245532,102382899
YBR139W,ENSG00000064601,26,1,20,45890144,45898820
YPL241C,,,,,,
YER023W,ENSG00000104524,29,1,8,143603913,143609773
YER023W,ENSG00000183010,29,1,17,81932384,81942412
YER023W,ENSG00000143811,27,1,1,225919877,225924340
YER023W,ENSG00000255835,19,1,1,225886696,225924278
YPL100W,,,,,,
YPL146C,,,,,,
YLR439W,,,,,,
YCL055W,ENSG00000145388,26,1,4,118685368,118715433
YML024W,ENSG00000182774,58,1,15,82536753,82540564
YGR039W,,,,,,
YKR027W,,,,,,
YNL177C,,,,,,
YBR138C,,,,,,
YJL055W,,,,,,
YJL136C,ENSG00000171858,54,1,20,62387116,62388520
YDR057W,,,,,,
YAR075W,,,,,,
YMR140W,,,,,,
YLR035C,,,,,,
YLR092W,ENSG00000091138,14,1,7,107765467,107803225
YLR092W,ENSG00000155850,15,1,5,149960737,149993455
YLR092W,ENSG00000135502,11,1,12,57619527,57626151
YLR092W,ENSG00000112053,13,1,6,35943514,36024868
YLR092W,ENSG00000091137,16,1,7,107660635,107717809
YLR092W,ENSG00000174502,15,1,1,205913048,205943460
YLR092W,ENSG00000225697,16,1,3,48625723,48635493
YLR092W,ENSG00000170615,15,1,7,103352730,103446177
YLR092W,ENSG00000181045,21,1,17,80219699,80253500
YLR092W,ENSG00000145217,16,1,4,979073,993440
YLR092W,ENSG00000147606,11,1,8,91209494,91398152
YKR025W,,,,,,
YFL054C,ENSG00000103569,14,1,15,58138169,58185911
YFL054C,ENSG00000165272,14,1,9,33441154,33447611
YFL054C,ENSG00000259916,13,1,2,94588522,94604573
YFL054C,ENSG00000277737,9,1,9,43109628,43127172
YFL054C,ENSG00000143595,12,1,1,154321090,154325325
YFL054C,ENSG00000165269,15,1,9,33383179,33402682
YBR016W,,,,,,
YBR031W,ENSG00000174444,57,1,15,66498015,66524532
YHR142W,,,,,,
YBR225W,,,,,,
YNL035C,ENSG00000140006,25,1,14,63597039,63641861
YLL038C,,,,,,
YLR146W-A,,,,,,
YJL220W,,,,,,
YPR158C-D,,,,,,
YKL020C,,,,,,
YPL164C,ENSG00000119684,23,1,14,75013764,75051532
YER094C,ENSG00000277791,54,1,17,38752736,38764231
YNL097C,ENSG00000168556,21,1,4,183504994,183511096
YNL097C,ENSG00000168395,18,1,2,241702035,241729478
YNL097C,ENSG00000111653,19,1,12,6650280,6663148
YNL097C,ENSG00000153487,22,1,13,110712736,110723339
YJR101W,,,,,,
YLR265C,,,,,,
YOR161W-B,,,,,,
YDR447C,ENSG00000182774,58,1,15,82536753,82540564
YIL136W,,,,,,
YIL016W,,,,,,
YML127W,,,,,,
YOL143C,,,,,,
YOR052C,,,,,,
YGR029W,ENSG00000127554,31,1,16,1984207,1987749
YPL278C,,,,,,
YOL052C-A,,,,,,
YOR078W,,,,,,
YGR166W,,,,,,
YMR302C,,,,,,
YPR040W,ENSG00000143155,26,1,1,168178933,168202114
YNL221C,,,,,,
YGL128C,,,,,,
YCR092C,ENSG00000113318,32,1,5,80654648,80876460
YKL072W,,,,,,
YEL020C-B,,,,,,
YHR052W,,,,,,
YMR182C,,,,,,
YLR285W,,,,,,
YJR098C,,,,,,
YDR438W,ENSG00000115084,34,1,2,113705011,113756823
YMR004W,ENSG00000106266,18,1,7,2251770,2354318
YPL098C,,,,,,
YER017C,ENSG00000141385,48,1,18,12328944,12377314
YLR113W,ENSG00000112062,42,1,6,36027677,36111236
YLR113W,ENSG00000156711,37,1,6,36127809,36144524
YLR113W,ENSG00000109339,33,1,4,86015123,86594131
YLR113W,ENSG00000185386,38,1,22,50263713,50270767
YLR113W,ENSG00000107643,34,1,10,48306639,48439360
YLR113W,ENSG00000188130,38,1,22,50245450,50261825
YLR113W,ENSG00000050748,33,1,5,180233143,180292099
YIL149C,ENSG00000047410,20,1,1,186311652,186375693
YIL157C,,,,,,
YNL227C,ENSG00000168724,29,1,5,34929593,34958964
YBR141W-A,,,,,,
YKL097C,,,,,,
YPR151C,,,,,,
YOL006C,ENSG00000184428,36,1,8,143304384,143359979
YOL006C,ENSG00000198900,43,1,20,41028818,41124487
YHR044C,,,,,,
YFL024C,ENSG00000135999,16,1,2,148644440,148787568
YFL024C,ENSG00000120616,17,1,10,32267751,32378798
YDR180W,ENSG00000164190,20,1,5,36876759,37066413
YJR091C,,,,,,
YBL077W,,,,,,
YPL125W,ENSG00000086200,25,1,5,62403972,62628582
YLR176C,ENSG00000111783,13,1,12,106582907,106762803
YLR176C,ENSG00000132005,17,1,19,13961538,14007039
YLR176C,ENSG00000080298,15,1,9,3218297,3526004
YLR176C,ENSG00000087903,15,1,19,5993164,6199572
YLR176C,ENSG00000196460,5,1,2,101397361,101474703
YLR176C,ENSG00000185002,13,1,6,116877212,116932163
YLR010C,,,,,,
YJL073W,,,,,,
YMR135C,,,,,,
YMR259C,ENSG00000115970,20,1,2,43230836,43596046
YOL071W,ENSG00000167985,36,1,11,61430042,61447529
YOL071W,ENSG00000256591,30,1,11,61429220,61485822
YLR467C-A,,,,,,
YGL126W,,,,,,
YML007C-A,,,,,,
YMR232W,,,,,,
YCR083W,ENSG00000168454,6,1,18,9885726,9889275
YCR083W,ENSG00000204193,2,1,9,110303521,110337884
YCR083W,ENSG00000091164,20,1,18,56597208,56651600
YCR083W,ENSG00000136810,7,1,9,110243811,110256640
YKR057W,ENSG00000171858,54,1,20,62387116,62388520
YNL140C,,,,,,
YGL113W,,,,,,
YDL023C,,,,,,
YEL077C,,,,,,
YER109C,,,,,,
YBR200W-A,,,,,,
YMR160W,,,,,,
YNR001C,,,,,,
YIL116W,,,,,,
YNL022C,ENSG00000130305,28,1,7,73302517,73308867
YNL022C,ENSG00000179299,17,1,4,40749897,40809985
YGR100W,ENSG00000204634,24,1,2,101007617,101252866
YGR100W,ENSG00000133138,22,1,X,106802680,106876145
YGR100W,ENSG00000109436,24,1,4,140620765,140756120
YGR100W,ENSG00000197226,26,1,5,179862066,179907859
YGR100W,ENSG00000167202,11,1,15,77984036,78077724
YGR100W,ENSG00000111490,10,1,12,64781193,64881032
YGR100W,ENSG00000100359,12,1,22,40370591,40410289
YGR100W,ENSG00000095383,10,1,9,98198999,98255721
YER172C,,,,,,
YNR032C-A,ENSG00000198258,64,1,19,9827892,9830115
YKL042W,,,,,,
YOR252W,,,,,,
YGR052W,ENSG00000145348,26,1,4,106041599,106321495
YDL196W,,,,,,
YER141W,ENSG00000014919,34,1,10,99711844,99732100
YBR060C,ENSG00000115942,19,1,2,200908973,200963680
YJL124C,ENSG00000175324,29,1,8,38163321,38176730
YPR172W,,,,,,
YGL091C,ENSG00000103274,50,1,16,10743786,10769351
YGL091C,ENSG00000151413,30,1,14,31489956,31861224
YER042W,ENSG00000175806,29,1,8,10054268,10428891
YJL100W,ENSG00000281028,22,1,4,25160663,25277306
YJL100W,ENSG00000155252,24,1,10,97640686,97676434
YJL100W,ENSG00000038210,23,1,4,25233975,25279092
YJL100W,ENSG00000249967,22,1,10,97584374,97673910
YIL060W,,,,,,
YHR047C,ENSG00000164308,29,1,5,96875939,96919716
YHR047C,ENSG00000164307,30,1,5,96760810,96808100
YHR047C,ENSG00000166825,30,1,15,89784889,89815401
YHR047C,ENSG00000072657,27,1,12,72087266,72670757
YHR047C,ENSG00000138792,30,1,4,110365733,110565285
YHR047C,ENSG00000141279,36,1,17,47522942,47623276
YHR047C,ENSG00000113441,29,1,5,96935394,97037515
YHR047C,ENSG00000172901,27,1,5,115962454,116027619
YDR202C,,,,,,
YJR150C,,,,,,
YAL035W,ENSG00000158417,42,1,2,99337353,99401326
YNL015W,,,,,,
YPR013C,,,,,,
YJL024C,ENSG00000157823,36,1,15,89830599,89894638
YJL024C,ENSG00000177879,38,1,5,115841481,115914081
YCL007C,,,,,,
YKL167C,,,,,,
YMR070W,,,,,,
YFR049W,,,,,,
YML083C,,,,,,
YDR296W,,,,,,
YPL110C,ENSG00000125772,14,1,20,5544439,5611026
YLR205C,,,,,,
YBL100W-A,,,,,,
YNL120C,,,,,,
YBR080C,ENSG00000073969,44,1,17,46590669,46757464
YMR009W,ENSG00000182551,43,1,2,3497361,3519736
YOR243C,ENSG00000091127,33,1,7,105439661,105522267
YOR243C,ENSG00000129317,22,1,12,43718993,43758817
YBR235W,ENSG00000140199,20,1,15,34229996,34338060
YBR235W,ENSG00000221955,12,1,3,125082636,125212864
YBR235W,ENSG00000124067,20,1,16,67943474,67969601
YBR235W,ENSG00000074803,22,1,15,48191664,48304078
YBR235W,ENSG00000124140,19,1,20,46021690,46060152
YBR235W,ENSG00000113504,20,1,5,1050376,1112035
YBR235W,ENSG00000146828,24,1,7,100826820,100867009
YBR235W,ENSG00000070915,21,1,16,56865207,56915850
YBR235W,ENSG00000064651,22,1,5,128083766,128189688
YPR160W-A,,,,,,
YFL002C,ENSG00000111364,37,1,12,123602077,123620941
YDR193W,,,,,,
YNL207W,ENSG00000058729,39,1,5,97160867,97183260
YLL043W,,,,,,
YER110C,ENSG00000196497,23,1,14,24180219,24188964
YER110C,ENSG00000259522,2,1,14,24180395,24190416
YER005W,ENSG00000168032,19,1,3,40387156,40428619
YER005W,ENSG00000198018,26,1,10,99659506,99706240
YER005W,ENSG00000138185,20,1,10,95711779,95877266
YER005W,ENSG00000197217,25,1,8,23385783,23457695
YER005W,ENSG00000054179,17,1,9,137048098,137054045
YER005W,ENSG00000188833,18,1,9,137434364,137441816
YBR239C,,,,,,
YFR027W,,,,,,
YJL064W,,,,,,
YML005W,ENSG00000183665,19,1,8,124450820,124462150
YPL040C,ENSG00000067704,35,1,1,220094102,220148041
YMR120C,,,,,,
YGR283C,ENSG00000198917,22,1,9,128819651,128829821
YPL113C,,,,,,
YIL084C,,,,,,
YGR141W,,,,,,
YDL151C,,,,,,
YER119C,ENSG00000166558,17,1,16,84009667,84042636
YER119C,ENSG00000103042,19,1,16,58665109,58685104
YFL030W,ENSG00000172482,23,1,2,240868479,240880502
YNL205C,,,,,,
YPR166C,,,,,,
YML108W,,,,,,
YDR322C-A,,,,,,
YOL155W-A,,,,,,
YIL132C,,,,,,
YIL173W,ENSG00000156395,10,1,10,104641101,105265235
YIL173W,ENSG00000134243,8,1,1,109309568,109397951
YIL173W,ENSG00000137642,15,1,11,121452203,121633693
YIL173W,ENSG00000108018,10,1,10,106573663,107164534
YIL173W,ENSG00000184985,11,1,4,7192538,7742836
YDR013W,ENSG00000101003,24,1,20,25407727,25452628
YML070W,ENSG00000149476,33,1,11,61333210,61353295
YNR076W,,,,,,
YML095C,ENSG00000012061,23,1,19,45407333,45478828
YPR195C,,,,,,
YPL008W,ENSG00000258366,21,1,20,63657810,63696253
YPL008W,ENSG00000013573,29,1,12,31073845,31104791
YPL008W,ENSG00000136492,23,1,17,61681266,61863521
YDL156W,ENSG00000092470,23,1,15,43826963,43868419
YIR036W-A,,,,,,
YDR274C,,,,,,
YDR173C,,,,,,
YKL134C,ENSG00000027001,30,1,13,23730189,23889419
YDR190C,ENSG00000175792,67,1,3,128064778,128153914
YBL039C,,,,,,
YOR293W,ENSG00000124614,53,1,6,34417454,34426125
YOR293W,ENSG00000270800,53,1,6,34288770,34426048
YLR399C,ENSG00000204256,25,1,6,32968660,32981505
YLR399C,ENSG00000169925,24,1,9,134030305,134068535
YLR399C,ENSG00000141867,25,1,19,15235519,15332545
YLR399C,ENSG00000100393,17,1,22,41091786,41180077
YLR399C,ENSG00000137948,23,1,1,91949371,92014426
YLR399C,ENSG00000005339,18,1,16,3725054,3880726
YDR109C,ENSG00000172456,32,1,1,59296638,59767675
YLR356W,,,,,,
YPL057C,,,,,,
YJL058C,,,,,,
YBL004W,ENSG00000120800,23,1,12,101280109,101386616
YFR015C,,,,,,
YLL042C,,,,,,
YLR432W,ENSG00000106348,60,1,7,128392277,128410252
YLR432W,ENSG00000137198,14,1,6,16238580,16295549
YLR432W,ENSG00000178035,60,1,3,49024325,49029408
YLR432W,ENSG00000100938,15,1,14,24232422,24239242
YLR410W-B,,,,,,
YDR263C,ENSG00000174371,31,1,1,241847967,241895148
YDR334W,ENSG00000183495,23,1,12,131949920,132081102
YDR334W,ENSG00000080603,30,1,16,30698209,30745194
YDR334W,ENSG00000185684,1,1,12,132084283,132131639
YER088C-A,,,,,,
YNL233W,,,,,,
YNL334C,,,,,,
YOL021C,ENSG00000083520,40,1,13,72752169,72782096
YOL021C,ENSG00000144535,22,1,2,231961245,232344350
