"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"6213","YKL035W","ENSG00000169764",53,1,"2",63840940,63891562,TRUE
"6214","YMR056C","ENSG00000169100",48,1,"X",1386152,1392724,FALSE
"6215","YMR056C","ENSG00000005022",47,1,"X",119468400,119471319,FALSE
"6216","YMR056C","ENSG00000151475",48,1,"4",127730378,127774299,FALSE
"6217","YMR056C","ENSG00000151729",48,1,"4",185143241,185150382,FALSE
"6218","YDR141C","ENSG00000083097",21,1,"6",83067666,83171350,TRUE
"6219","YDR141C","ENSG00000142197",21,1,"21",36156782,36294274,TRUE
"6220","YGL171W","ENSG00000278053",41,1,"17",37609739,37643464,TRUE
"6221","YLR115W","ENSG00000165934",21,1,"14",92121937,92172145,TRUE
"6223","YOL096C","ENSG00000132423",27,1,"6",99369400,99394204,FALSE
"6226","YAR035W","ENSG00000157184",28,1,"1",53196429,53214197,FALSE
"6231","YPL167C","ENSG00000009413",30,1,"6",111299028,111483715,FALSE
"6232","YPL167C","ENSG00000050030",7,1,"X",74732849,74925485,FALSE
"6237","YBL084C","ENSG00000004897",28,1,"17",47117703,47189422,TRUE
"6239","YDL030W","ENSG00000183431",22,1,"1",37956975,37990921,TRUE
"6240","YDL030W","ENSG00000143751",8,1,"1",225982702,225999331,TRUE
"6245","YJL031C","ENSG00000100949",34,1,"14",24265538,24271739,TRUE
"6247","YDL104C","ENSG00000128694",29,1,"2",189746660,189763227,FALSE
"6248","YHR175W","ENSG00000136867",20,1,"9",113150942,113164137,FALSE
"6249","YHR175W","ENSG00000136868",25,1,"9",113221562,113264492,FALSE
"6252","YBR002C","ENSG00000117682",38,1,"1",26432282,26471294,TRUE
"6253","YBR246W","ENSG00000148399",26,1,"9",137554904,137578935,FALSE
"6255","YHR121W","ENSG00000161654",24,1,"17",44034635,44067619,FALSE
"6258","YKL180W","ENSG00000177576",38,1,"18",49477250,49492565,TRUE
"6259","YKL180W","ENSG00000215472",52,1,"18",49481681,49491586,TRUE
"6260","YKL180W","ENSG00000265681",53,1,"18",49488453,49492565,TRUE
"6261","YGR037C","ENSG00000155368",47,1,"2",119366921,119372560,FALSE
"6262","YGR037C","ENSG00000176244",44,1,"10",15077523,15088776,FALSE
"6264","YDR280W","ENSG00000120699",25,1,"13",36998816,37009613,TRUE
"6265","YDR280W","ENSG00000075914",21,1,"3",44975241,45036066,TRUE
"6266","YDR280W","ENSG00000123737",31,1,"4",121801317,121817021,TRUE
"6267","YBR191W","ENSG00000122026",59,1,"13",27251309,27256691,FALSE
"6268","YGL083W","ENSG00000136021",22,1,"12",100267140,100341724,FALSE
"6270","YMR229C","ENSG00000148843",25,1,"10",103396648,103446292,TRUE
"6275","YPL046C","ENSG00000154582",37,1,"8",73939169,73972287,FALSE
"6279","YIL072W","ENSG00000176635",10,1,"22",30080174,30177075,FALSE
"6280","YIL072W","ENSG00000143452",14,1,"1",150698060,150720888,FALSE
"6284","YBR218C","ENSG00000173599",53,1,"11",66848233,66958376,FALSE
"6285","YJL207C","ENSG00000129493",16,1,"14",31291791,31420582,FALSE
"6286","YJL207C","ENSG00000008869",16,1,"2",36968383,37084342,FALSE
"6288","YOR361C","ENSG00000106263",28,1,"7",2354086,2380745,TRUE
"6293","YBL035C","ENSG00000014138",21,1,"11",65261762,65305589,TRUE
"6296","YDR151C","ENSG00000128016",13,1,"19",39406813,39409412,FALSE
"6297","YDR151C","ENSG00000152518",13,1,"2",43222402,43226609,FALSE
"6298","YDR151C","ENSG00000185650",14,1,"14",68787660,68796253,FALSE
"6302","YER047C","ENSG00000132436",23,1,"7",50444128,50542535,FALSE
"6303","YER047C","ENSG00000278685",11,1,"7",151190873,151205496,FALSE
"6304","YER047C","ENSG00000182263",20,1,"2",163593396,163736012,FALSE
"6305","YER047C","ENSG00000132321",10,1,"2",236324147,236507542,FALSE
"6306","YER047C","ENSG00000021574",23,1,"2",32063611,32157637,FALSE
"6307","YEL050C","ENSG00000112651",24,1,"6",43054029,43059806,FALSE
"6311","YDL087C","ENSG00000146963",28,1,"7",139340359,139423457,TRUE
"6312","YDL087C","ENSG00000007392",28,1,"16",188969,229463,TRUE
"6313","YDL087C","ENSG00000108848",23,1,"17",50719544,50756213,TRUE
"6314","YDL087C","ENSG00000269955",28,1,"7",139341360,139422599,TRUE
"6315","YPL135W","ENSG00000136003",60,1,"12",108562582,108569384,FALSE
"6316","YOR326W","ENSG00000169994",25,1,"2",127535802,127637729,TRUE
"6317","YOR326W","ENSG00000068137",3,1,"17",42667914,42676994,TRUE
"6318","YOR326W","ENSG00000099331",22,1,"19",17075781,17214537,TRUE
"6319","YOR326W","ENSG00000137474",25,1,"11",77128264,77215239,TRUE
"6320","YOR326W","ENSG00000041515",17,1,"13",108596152,109208007,TRUE
"6321","YOR326W","ENSG00000071909",18,1,"2",170178145,170655171,TRUE
"6322","YOR326W","ENSG00000095777",19,1,"10",25934267,26212527,TRUE
"6323","YOR326W","ENSG00000145555",22,1,"5",16661914,16936276,TRUE
"6324","YOR326W","ENSG00000066933",23,1,"15",71822289,72118577,TRUE
"6326","YBR143C","ENSG00000120705",67,1,"5",138506095,138543300,TRUE
"6329","YJR064W","ENSG00000150753",58,1,"5",10249921,10266412,TRUE
"6330","YPL074W","ENSG00000132436",26,1,"7",50444128,50542535,FALSE
"6331","YPL074W","ENSG00000278685",13,1,"7",151190873,151205496,FALSE
"6332","YPL074W","ENSG00000182263",18,1,"2",163593396,163736012,FALSE
"6333","YPL074W","ENSG00000132321",12,1,"2",236324147,236507542,FALSE
"6334","YPL074W","ENSG00000021574",27,1,"2",32063611,32157637,FALSE
"6335","YLR426W","ENSG00000162496",21,1,"1",12567910,12617731,FALSE
"6336","YLR426W","ENSG00000121039",21,1,"8",73294612,73325281,FALSE
"6337","YLR426W","ENSG00000170786",21,1,"8",56300010,56320776,FALSE
"6338","YLR426W","ENSG00000198189",18,1,"4",87336610,87391386,FALSE
"6339","YLR426W","ENSG00000170509",20,1,"4",87303789,87322906,FALSE
"6343","YGR261C","ENSG00000132842",25,1,"5",78000525,78294755,FALSE
"6344","YGR261C","ENSG00000103723",26,1,"15",82659281,82709914,FALSE
"6345","YBL102W","ENSG00000173349",22,1,"2",127701508,127705242,FALSE
"6351","YDR129C","ENSG00000120756",37,1,"3",142596387,142713664,FALSE
"6352","YDR129C","ENSG00000102024",38,1,"X",115561174,115650861,FALSE
"6353","YDR129C","ENSG00000281638",37,1,"X",115622308,115649561,FALSE
"6354","YDR129C","ENSG00000136167",37,1,"13",46125920,46211871,FALSE
"6355","YLL026W","ENSG00000162129",16,1,"11",72292425,72434680,FALSE
"6356","YLR056W","ENSG00000109929",37,1,"11",121292453,121308694,FALSE
"6366","YNL281W","ENSG00000173209",1,1,"2",61177418,61191203,FALSE
"6367","YNL281W","ENSG00000100591",26,1,"14",77457870,77469474,FALSE
"6374","YGR010W","ENSG00000163864",17,1,"3",139560180,139678017,FALSE
"6375","YGR010W","ENSG00000173614",25,1,"1",9943428,9985501,FALSE
"6376","YGR010W","ENSG00000157064",21,1,"1",183248237,183418602,FALSE
"6378","YMR150C","ENSG00000148950",29,1,"11",31432401,31509645,FALSE
"6384","YLR034C","ENSG00000110911",30,1,"12",50979401,51028566,FALSE
"6385","YLR034C","ENSG00000018280",30,1,"2",218382029,218396894,FALSE
"6390","YBL027W","ENSG00000108298",57,1,"17",39200283,39204727,FALSE
"6391","YMR018W","ENSG00000139197",22,1,"12",7188685,7218574,FALSE
"6392","YMR018W","ENSG00000114757",20,1,"3",179794958,180037053,FALSE
"6394","YGR238C","ENSG00000111727",12,1,"12",104064457,104106524,FALSE
"6395","YGR238C","ENSG00000128607",8,1,"7",130070510,130135720,FALSE
"6396","YGR238C","ENSG00000172534",15,1,"X",153947553,153971807,FALSE
"6397","YGR238C","ENSG00000197776",10,1,"14",49693105,49753152,FALSE
"6398","YGR238C","ENSG00000124702",8,1,"6",43014103,43021298,FALSE
"6399","YGR238C","ENSG00000099949",10,1,"22",20979462,20999038,FALSE
"6400","YGR238C","ENSG00000136933",9,1,"9",125200542,125234158,FALSE
"6401","YGR238C","ENSG00000165516",10,1,"14",49767608,49786385,FALSE
"6405","YDR536W","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6406","YDR536W","ENSG00000136856",20,1,"9",127397138,127408424,FALSE
"6409","YIL051C","ENSG00000132541",30,1,"8",98102344,98117241,TRUE
"6413","YLR059C","ENSG00000076043",32,1,"11",114439386,114450279,FALSE
"6424","YDR107C","ENSG00000101337",32,1,"20",32109506,32167258,FALSE
"6425","YDR107C","ENSG00000100926",25,1,"14",24189143,24195687,FALSE
"6426","YDR107C","ENSG00000254692",25,1,"14",24189157,24213473,FALSE
"6427","YDR107C","ENSG00000077147",24,1,"10",96518109,96587452,FALSE
"6428","YDR107C","ENSG00000125304",33,1,"13",99501417,99564006,FALSE
"6432","YOR095C","ENSG00000153574",42,1,"2",88691644,88750935,TRUE
"6433","YIL082W","ENSG00000145723",10,1,"5",103086000,103120151,FALSE
"6435","YMR116C","ENSG00000148225",19,1,"9",113313222,113340298,FALSE
"6436","YMR116C","ENSG00000204628",52,1,"5",181236909,181248096,FALSE
"6437","YKL091C","ENSG00000103184",25,1,"16",4958317,5019158,FALSE
"6438","YKL091C","ENSG00000249590",10,1,"22",30409255,30428990,FALSE
"6439","YKL091C","ENSG00000100012",23,1,"22",30447959,30472049,FALSE
"6440","YKL091C","ENSG00000133488",25,1,"22",30488913,30505711,FALSE
"6441","YKL091C","ENSG00000100003",24,1,"22",30396857,30425317,FALSE
"6442","YKL091C","ENSG00000129657",27,1,"17",77086716,77217101,FALSE
"6443","YKL091C","ENSG00000214491",22,1,"22",30522799,30546682,FALSE
"6446","YJL219W","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6447","YJL219W","ENSG00000136856",20,1,"9",127397138,127408424,FALSE
"6449","YCL054W","ENSG00000108592",36,1,"17",63819433,63830012,TRUE
"6453","YPR082C","ENSG00000140830",35,1,"16",72044289,72094431,TRUE
"6454","YPR082C","ENSG00000141759",63,1,"18",79970811,80033949,TRUE
"6463","YNR003C","ENSG00000132664",24,1,"20",18467127,18484643,TRUE
"6464","YOR150W","ENSG00000172172",34,1,"8",120380761,120445402,FALSE
"6466","YNL112W","ENSG00000100201",56,1,"22",38483440,38507660,TRUE
"6467","YNL112W","ENSG00000198231",37,1,"17",63773603,63819317,TRUE
"6468","YNL112W","ENSG00000108654",55,1,"17",64499616,64508199,TRUE
"6469","YNL112W","ENSG00000184735",35,1,"X",22999961,23003589,TRUE
"6470","YNL112W","ENSG00000080007",38,1,"6",73394748,73417569,TRUE
"6473","YDR226W","ENSG00000004455",57,1,"1",33007940,33080996,FALSE
"6478","YJL080C","ENSG00000122870",9,1,"10",58513140,58831437,FALSE
"6479","YJL080C","ENSG00000115677",18,1,"2",241227264,241317061,FALSE
"6480","YIL144W","ENSG00000080986",19,1,"18",2571511,2616635,TRUE
"6482","YOR089C","ENSG00000080371",37,1,"12",71754874,71800285,FALSE
"6483","YOR089C","ENSG00000267261",43,1,"17",42119674,42154916,FALSE
"6484","YOR089C","ENSG00000139832",32,1,"13",110523066,110561733,FALSE
"6485","YOR089C","ENSG00000168461",40,1,"18",9708165,9862551,FALSE
"6486","YOR089C","ENSG00000124839",41,1,"2",237574322,237601614,FALSE
"6487","YOR089C","ENSG00000169228",34,1,"5",177301198,177303744,FALSE
"6488","YOR089C","ENSG00000124209",39,1,"20",58309696,58367507,FALSE
"6489","YOR089C","ENSG00000144566",53,1,"3",19947079,19985175,FALSE
"6490","YOR089C","ENSG00000108774",52,1,"17",42124976,42155044,FALSE
"6491","YOR089C","ENSG00000111540",53,1,"12",55973913,55996683,FALSE
"6494","YIL126W","ENSG00000080503",36,1,"9",2015219,2193624,TRUE
"6495","YIL126W","ENSG00000127616",36,1,"19",10961001,11065395,TRUE
"6496","YIL148W","ENSG00000221983",90,1,"19",18571730,18577550,FALSE
"6497","YIL148W","ENSG00000170315",60,1,"17",16380798,16382745,FALSE
"6498","YIL148W","ENSG00000213886",20,1,"6",29555515,29559925,FALSE
"6499","YIL148W","ENSG00000263563",61,1,"17",22202995,22205156,FALSE
"6500","YIL148W","ENSG00000150991",60,1,"12",124911604,124917368,FALSE
"6502","YDR477W","ENSG00000075413",29,1,"14",103385392,103503831,FALSE
"6503","YDR477W","ENSG00000072518",27,1,"11",63838928,63911019,FALSE
"6504","YDR477W","ENSG00000116141",27,1,"1",220528183,220664461,FALSE
"6505","YDR477W","ENSG00000132356",36,1,"5",40759379,40798374,FALSE
"6506","YDR477W","ENSG00000142178",26,1,"21",43414515,43427128,FALSE
"6507","YDR477W","ENSG00000007047",26,1,"19",45079288,45305283,FALSE
"6508","YDR477W","ENSG00000163545",23,1,"1",205302059,205321755,FALSE
"6509","YDR477W","ENSG00000074590",23,1,"12",106063340,106140033,FALSE
"6510","YDR477W","ENSG00000275993",26,1,"21",6111134,6123739,FALSE
"6511","YDR477W","ENSG00000160584",24,1,"11",116843402,117098437,FALSE
"6512","YDR477W","ENSG00000170145",24,1,"11",111602391,111730853,FALSE
"6513","YDR477W","ENSG00000177453",20,1,"5",43192071,43280850,FALSE
"6514","YDR477W","ENSG00000163788",21,1,"3",43286512,43424764,FALSE
"6515","YDR477W","ENSG00000162409",38,1,"1",56645322,56715335,FALSE
"6520","YOR219C","ENSG00000074603",17,1,"15",65442463,65517704,FALSE
"6521","YOR219C","ENSG00000197635",19,1,"2",161992241,162074542,FALSE
"6522","YOR219C","ENSG00000078098",20,1,"2",162170684,162245151,FALSE
"6523","YOR219C","ENSG00000142002",17,1,"19",4675224,4724673,FALSE
"6524","YOR219C","ENSG00000130226",19,1,"7",153887097,154894285,FALSE
"6525","YOR219C","ENSG00000175497",19,1,"2",114442299,115845752,FALSE
"6527","YBR164C","ENSG00000143862",31,1,"1",202133404,202144743,FALSE
"6528","YBR164C","ENSG00000213465",44,1,"11",65014113,65022184,FALSE
"6529","YBR164C","ENSG00000138175",42,1,"10",102673731,102714407,FALSE
"6530","YBR164C","ENSG00000185305",32,1,"5",53883945,54310582,FALSE
"6531","YBR164C","ENSG00000273003",28,1,"11",65014182,65040570,FALSE
"6532","YBR164C","ENSG00000196503",20,1,"4",56505343,56524448,FALSE
"6533","YBR164C","ENSG00000175414",28,1,"5",176365468,176401865,FALSE
"6534","YBR164C","ENSG00000152213",34,1,"13",49628299,49633872,FALSE
"6535","YBR164C","ENSG00000134108",29,1,"3",5122220,5180912,FALSE
"6536","YBR164C","ENSG00000120805",63,1,"12",101393120,101407820,FALSE
"6554","YGL233W","ENSG00000138190",15,1,"10",92834713,93059493,TRUE
"6555","YGL233W","ENSG00000144036",16,1,"2",72175984,72826041,TRUE
"6559","YPL225W","ENSG00000102390",42,1,"X",76172936,76178204,FALSE
"6560","YJR036C","ENSG00000138641",20,1,"4",88521048,88708542,FALSE
"6561","YJR036C","ENSG00000138642",17,1,"4",88378739,88443111,FALSE
"6562","YJR036C","ENSG00000166965",1,1,"15",90954870,90963125,FALSE
"6563","YJR036C","ENSG00000138646",17,1,"4",88457117,88506163,FALSE
"6564","YJR036C","ENSG00000114062",22,1,"15",25333728,25439056,FALSE
"6565","YJR036C","ENSG00000148634",20,1,"10",67921899,68075348,FALSE
"6566","YJR036C","ENSG00000165338",24,1,"10",91410285,91514829,FALSE
"6570","YFL008W","ENSG00000077935",26,1,"22",45344063,45413619,TRUE
"6571","YFL008W","ENSG00000072501",29,1,"X",53374149,53422728,TRUE
"6573","YDL119C","ENSG00000144659",31,1,"3",39383348,39397351,FALSE
"6578","YMR301C","ENSG00000131269",44,1,"X",75053172,75156732,TRUE
"6579","YMR301C","ENSG00000115657",36,1,"2",219209768,219218990,TRUE
"6585","YOL103W","ENSG00000151229",24,1,"12",39755021,40106089,FALSE
"6586","YOL103W","ENSG00000197496",19,1,"20",46709487,46736347,FALSE
"6587","YOL103W","ENSG00000146411",22,1,"6",133988697,134052636,FALSE
"6588","YLR386W","ENSG00000103043",29,1,"16",70687439,70801161,FALSE
"6592","YBR037C","ENSG00000133028",30,1,"17",10672474,10698375,FALSE
"6593","YBR037C","ENSG00000130489",28,1,"22",50523568,50526439,FALSE
"6594","YPR145W","ENSG00000070669",36,1,"7",97852118,97872542,FALSE
"6597","YER133W","ENSG00000213639",79,1,"2",28751640,28802940,TRUE
"6598","YER133W","ENSG00000172531",83,1,"11",67398183,67421183,TRUE
"6599","YER133W","ENSG00000186298",82,1,"12",110719680,110742939,TRUE
"6602","YKR079C","ENSG00000006744",24,1,"17",12992391,13018187,TRUE
"6610","YJL111W","ENSG00000135624",62,1,"2",73233420,73253021,TRUE
"6611","YNL244C","ENSG00000114784",59,1,"3",40309684,40312424,TRUE
"6612","YNL244C","ENSG00000173812",60,1,"17",41688885,41692668,TRUE
"6613","YNL135C","ENSG00000100442",43,1,"14",45115600,45135319,FALSE
"6614","YNL135C","ENSG00000096060",44,1,"6",35573585,35728583,FALSE
"6615","YNL135C","ENSG00000004478",48,1,"12",2794953,2805423,FALSE
"6616","YNL135C","ENSG00000088832",54,1,"20",1368978,1393172,FALSE
"6617","YNL135C","ENSG00000077800",30,1,"7",73328164,73358637,FALSE
"6618","YNL135C","ENSG00000105701",30,1,"19",18531751,18544077,FALSE
"6619","YNL135C","ENSG00000198225",53,1,"6",63211446,63213024,FALSE
"6620","YNL135C","ENSG00000119782",53,1,"2",24049701,24063681,FALSE
"6621","YHL015W","ENSG00000008988",52,1,"8",56067295,56074581,TRUE
"6630","YDR236C","ENSG00000135002",27,1,"9",76385517,76394517,TRUE
"6631","YPR184W","ENSG00000162688",38,1,"1",99850084,99924023,FALSE
"6634","YDL191W","ENSG00000136942",52,1,"9",124857880,124861981,FALSE
"6635","YDR481C","ENSG00000163295",21,1,"2",232456123,232460032,FALSE
"6636","YDR481C","ENSG00000163286",22,1,"2",232406843,232410714,FALSE
"6637","YDR481C","ENSG00000163283",21,1,"2",232378534,232382889,FALSE
"6638","YDR481C","ENSG00000162551",21,1,"1",21509372,21578412,FALSE
"6643","YLR433C","ENSG00000138814",46,1,"4",101023409,101348278,FALSE
"6644","YLR433C","ENSG00000107758",46,1,"10",73436428,73496024,FALSE
"6645","YLR433C","ENSG00000120910",47,1,"8",22440819,22541142,FALSE
"6647","YJL002C","ENSG00000163902",25,1,"3",128619970,128681075,TRUE
"6649","YLR264W","ENSG00000233927",73,1,"19",8321158,8323340,FALSE
"6654","YPL086C","ENSG00000134014",73,1,"8",28089673,28191156,FALSE
"6659","YDR142C","ENSG00000112357",28,1,"6",136822564,136913937,FALSE
"6662","YDR036C","ENSG00000198130",26,1,"2",190189735,190344193,FALSE
"6666","YKL135C","ENSG00000134262",20,1,"1",113894748,113905201,FALSE
"6667","YKL135C","ENSG00000006125",36,1,"17",35578046,35726409,FALSE
"6668","YKL135C","ENSG00000100280",37,1,"22",29327680,29423179,FALSE
"6669","YMR223W","ENSG00000273820",26,1,"X",49879948,49882565,FALSE
"6670","YMR223W","ENSG00000123552",24,1,"6",99432379,99521728,FALSE
"6671","YMR223W","ENSG00000140455",27,1,"15",63504511,63594640,FALSE
"6672","YMR223W","ENSG00000164663",29,1,"6",41789896,41895361,FALSE
"6673","YMR223W","ENSG00000124422",31,1,"17",20999593,21043760,FALSE
"6674","YMR223W","ENSG00000156256",26,1,"21",29024629,29054488,FALSE
"6675","YMR223W","ENSG00000247746",30,1,"X",55484616,55489202,FALSE
"6676","YMR223W","ENSG00000136014",29,1,"12",95516560,95551490,FALSE
"6678","YKL120W","ENSG00000162461",33,1,"1",15736405,15741396,FALSE
"6679","YKL120W","ENSG00000125434",28,1,"17",8287763,8295343,FALSE
"6681","YDL040C","ENSG00000172766",27,1,"13",41311205,41377030,FALSE
"6682","YDL040C","ENSG00000164134",29,1,"4",139301455,139420033,FALSE
"6683","YMR142C","ENSG00000167526",50,1,"16",89560657,89566828,FALSE
"6685","YLR239C","ENSG00000175536",18,1,"11",74491712,74493733,FALSE
"6688","YHR050W","ENSG00000110911",27,1,"12",50979401,51028566,FALSE
"6689","YHR050W","ENSG00000018280",27,1,"2",218382029,218396894,FALSE
"6700","YGL049C","ENSG00000110321",10,1,"11",10797050,10809110,FALSE
"6701","YGL049C","ENSG00000114867",17,1,"3",184314495,184335358,FALSE
"6702","YGL049C","ENSG00000075151",17,1,"1",20806292,21176888,FALSE
"6705","YGR172C","ENSG00000177752",33,1,"4",44622065,44678556,TRUE
"6706","YGR172C","ENSG00000145817",34,1,"5",144158159,144170714,TRUE
"6710","YOR039W","ENSG00000204435",38,1,"6",31665236,31670343,FALSE
"6713","YPL087W","ENSG00000078124",28,1,"11",76860867,77026797,FALSE
"6715","YDR135C","ENSG00000069431",28,1,"12",21797401,21941402,FALSE
"6716","YDR135C","ENSG00000006071",27,1,"11",17392885,17476845,FALSE
"6717","YNL001W","ENSG00000152684",35,1,"5",52787940,52804046,FALSE
"6719","YGR094W","ENSG00000137411",38,1,"6",30908242,30926459,TRUE
"6720","YGR094W","ENSG00000204394",47,1,"6",31777518,31795953,TRUE
"6723","YNL098C","ENSG00000133703",34,1,"12",25204789,25250936,FALSE
"6724","YNL098C","ENSG00000126458",30,1,"19",49635292,49640201,FALSE
"6725","YNL098C","ENSG00000088320",18,1,"20",31475293,31484905,FALSE
"6726","YNL098C","ENSG00000164949",19,1,"8",94249253,94262350,FALSE
"6727","YNL098C","ENSG00000139890",17,1,"14",22883165,22887686,FALSE
"6728","YNL098C","ENSG00000144118",26,1,"2",120240064,120294713,FALSE
"6729","YNL098C","ENSG00000133818",30,1,"11",14277926,14364506,FALSE
"6730","YNL098C","ENSG00000158186",30,1,"3",138347648,138405534,FALSE
"6731","YNL098C","ENSG00000006451",27,1,"7",39623483,39708124,FALSE
"6732","YNL098C","ENSG00000166592",19,1,"16",66921679,66925644,FALSE
"6733","YNL098C","ENSG00000187682",22,1,"X",48828873,48830138,FALSE
"6734","YNL098C","ENSG00000213281",34,1,"1",114704469,114716894,FALSE
"6735","YNL098C","ENSG00000174775",34,1,"11",532242,537287,FALSE
"6741","YOL156W","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6742","YOL156W","ENSG00000136856",20,1,"9",127397138,127408424,FALSE
"6743","YHR168W","ENSG00000105793",22,1,"7",90335223,90391455,FALSE
"6744","YHR168W","ENSG00000101181",27,1,"20",62183029,62203568,FALSE
"6747","YHR062C","ENSG00000148688",25,1,"10",90871716,90908553,TRUE
"6748","YGR248W","ENSG00000130313",31,1,"19",17511629,17521288,FALSE
"6751","YOL058W","ENSG00000130707",49,1,"9",130444929,130501274,FALSE
"6753","YHL007C","ENSG00000077264",28,1,"X",110944285,111227361,FALSE
"6754","YHL007C","ENSG00000149269",28,1,"11",77321707,77474635,FALSE
"6755","YHL007C","ENSG00000266173",9,1,"17",63702832,63741970,FALSE
"6756","YHL007C","ENSG00000172939",12,1,"3",38165089,38255488,FALSE
"6757","YHL007C","ENSG00000198648",12,1,"2",167954020,168248141,FALSE
"6758","YHL007C","ENSG00000101349",19,1,"20",9537389,9839041,FALSE
"6759","YHL007C","ENSG00000082146",9,1,"2",201387858,201480846,FALSE
"6760","YHL007C","ENSG00000137843",18,1,"15",40238759,40277487,FALSE
