orf	gene	go_process	go_function	go_component	essential	het_ypd_A	het_ypd_B	HET_AV	slow_ypd_het	hom_ypd_C	hom_ypd_D	HOM_AV	slow_ypd_hom	het_mm_B	slow_mm_het	hom_mm_D	slow_mm_hom
YLR267W  	BOP2      	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.985	1.001	0.993	no	1.013	1.001	1.007	no	0.977	no	1.020	NO
YLR268W  	SEC22     	ER to Golgi transport*	v-SNARE activity	endoplasmic reticulum*	NO	1.025	1.011	1.016	no	0.961	0.903	0.941	yes	0.981	no	0.869	YES
YLR269C  	YLR269C   				NO	0.998	1.003	1.001	no	1.007	1.009	1.008	no	1.002	no	1.038	NO
YLR270W  	YLR270W   	deadenylation-dependent decapping	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	cytoplasm*	NO	1.003	0.996	1.000	no	0.828	0.775	0.802	yes	0.966	no	0.837	YES
YLR271W  	YLR271W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	0.996	0.980	0.988	no	1.023	1.001	1.012	no	0.969	no	1.023	NO
YLR272C  	YCS4      	mitotic chromosome condensation	molecular_function unknown	nuclear condensin complex	YES	0.984	0.997	0.990	no	ND	ND	ND	Essential	0.973	no	ND	Essential
YLR273C  	PIG1      	regulation of glycogen biosynthesis	protein phosphatase regulator activity	protein phosphatase type 1 complex	NO	0.994	0.992	0.993	no	1.009	1.009	1.009	no	0.968	no	1.023	NO
YLR274W  	CDC46     	DNA replication initiation*	chromatin binding*	cytoplasm*	YES	0.994	0.991	0.992	no	ND	ND	ND	Essential	0.987	no	ND	Essential
YLR275W  	SMD2      	"nuclear mRNA splicing, via spliceosome"	pre-mRNA splicing factor activity	small nuclear ribonucleoprotein complex	YES	0.950	0.957	0.954	yes	ND	ND	ND	Essential	0.983	no	ND	Essential
YLR276C  	DBP9      	35S primary transcript processing*	ATP dependent RNA helicase activity	nucleolus	YES	0.989	0.992	0.990	no	ND	ND	ND	Essential	0.974	no	ND	Essential
YLR277C  	YSH1      	mRNA polyadenylation*	cleavage/polyadenylation specificity factor activity	mRNA cleavage and polyadenylation specificity factor complex*	YES	1.001	0.995	0.998	no	ND	ND	ND	Essential	0.957	no	ND	Essential
YLR278C  	YLR278C   	biological_process unknown	molecular_function unknown	nucleus	NO	0.974	0.991	0.982	no	1.014	1.002	1.008	no	0.969	no	1.017	NO
YLR279W  	YLR279W   				NO	1.008	1.005	1.006	no	1.017	1.005	1.012	no	0.990	no	1.009	NO
YLR280C  	YLR280C   				NO	1.010	1.010	1.010	no	1.022	1.009	1.016	no	0.993	no	1.031	NO
YLR281C  	YLR281C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.995	1.011	1.003	no	1.016	1.000	1.008	no	0.978	no	1.024	NO
YLR282C  	YLR282C   				NO	1.010	1.006	1.008	no	1.006	1.006	1.006	no	0.978	no	1.023	NO
YLR283W  	YLR283W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.000	1.000	1.000	no	1.001	1.010	1.005	no	0.999	no	1.012	NO
YLR284C  	ECI1      	fatty acid beta-oxidation	dodecenoyl-CoA delta-isomerase activity	peroxisome	NO	1.003	1.008	1.006	no	1.018	1.013	1.016	no	0.994	no	1.055	NO
YLR285W  	YLR285W   	chromatin silencing at ribosomal DNA (rDNA)*	nicotinamide N-methyltransferase activity	cytoplasm	NO	0.980	1.003	0.991	no	1.016	1.012	1.014	no	0.993	no	1.033	NO
YLR286C  	CTS1      	"cytokinesis, completion of separation"	chitinase activity	endoplasmic reticulum*	NO	0.921	0.937	0.929	no	1.019	1.025	1.022	no	0.953	no	1.033	NO
YLR287C  	YLR287C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	0.985	1.007	0.996	no	1.008	1.007	1.008	no	0.988	no	1.032	NO
YLR287C-A	RPS30A    	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.949	0.969	0.959	yes	0.867	0.849	0.858	yes	0.989	no	0.958	NO
YLR288C  	MEC3      	chromatin silencing at telomere*	DNA binding	nucleus	NO	0.982	1.005	0.993	no	1.004	1.000	1.002	no	0.997	no	1.038	NO
YLR289W  	GUF1      	biological_process unknown	GTPase activity	mitochondrion	NO	0.990	0.986	0.988	no	1.016	1.005	1.010	no	0.982	no	1.025	NO
YLR290C  	YLR290C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.003	0.992	0.998	no	1.011	1.009	1.010	no	0.992	no	1.018	NO
YLR291C  	GCD7      	translational initiation	translation initiation factor activity	ribosome*	YES	1.002	0.981	0.991	no	ND	ND	ND	Essential	0.981	no	ND	Essential
YLR292C  	SEC72     	"SRP-dependent cotranslational membrane targeting, translocation"	protein transporter activity	endoplasmic reticulum membrane	NO	1.006	1.000	1.003	no	1.024	0.997	1.010	no	0.984	no	1.044	NO
YLR293C  	GSP1      	rRNA processing*	RAN small monomeric GTPase activity	cytoplasm*	NO	0.928	0.941	0.934	no	ND	ND	ND	no	0.889	yes	ND	NO
YLR294C  	YLR294C   				NO	1.009	1.006	1.008	no	1.017	1.006	1.011	no	0.995	no	1.016	NO
YLR295C  	ATP14     	ATP synthesis coupled proton transport	"hydrogen-transporting ATP synthase activity, rotational mechanism"	"proton-transporting ATP synthase complex, coupling factor F(o) (sensu Eukarya)"	NO	0.973	0.987	0.980	no	0.830	0.793	0.814	yes	0.969	no	0.835	YES
YLR296W  	YLR296W   				NO	1.002	1.001	1.002	no	1.018	1.009	1.014	no	0.984	no	1.030	NO
YLR297W  	YLR297W   	biological_process unknown	molecular_function unknown	vacuole (sensu Fungi)	NO	0.998	1.015	1.007	no	1.001	1.005	1.003	no	0.994	no	1.043	NO
YLR298C  	YHC1      	"nuclear mRNA splicing, via spliceosome"	mRNA binding	snRNP U1*	YES	1.000	1.000	1.000	no	ND	ND	ND	Essential	0.982	no	ND	Essential
YLR299W  	ECM38     	cell wall organization and biogenesis*	protein-glutamine gamma-glutamyltransferase activity	intracellular	NO	0.993	0.995	0.994	no	1.020	1.025	1.022	no	0.986	no	1.044	NO
YLR300W  	exg1      	cell wall organization and biogenesis*	"glucan 1,3-beta-glucosidase activity"	cell wall (sensu Fungi)	NO	1.000	1.009	1.005	no	1.012	1.015	1.014	no	0.983	no	1.034	NO
YLR303W  	MET17     	methionine metabolism	O-acetylhomoserine aminocarboxypropyltransferase activity*	cytoplasm	NO	1.018	1.006	1.012	no	1.017	1.016	1.017	no	0.701	no	0.794	YES
YLR304C  	aco1      	tricarboxylic acid cycle*	aconitate hydratase activity	cytosol*	NO	1.003	0.995	1.001	no	0.932	0.862	0.918	yes	0.975	no	0.716	YES
YLR305C  	STT4      	actin cytoskeleton organization and biogenesis*	1-phosphatidylinositol 4-kinase activity	plasma membrane	YES	0.993	0.995	0.994	no	ND	ND	ND	Essential	0.970	no	ND	Essential
YLR306W  	UBC12     	protein monoubiquitination*	ubiquitin conjugating enzyme activity	cellular_component unknown	NO	0.998	1.007	1.003	no	0.991	1.002	0.996	no	0.986	no	1.005	NO
YLR307W  	CDA1      	spore wall assembly (sensu Saccharomyces)	chitin deacetylase activity	chitosan layer of spore wall	NO	0.998	1.009	1.004	no	1.013	1.011	1.012	no	0.927	no	1.017	NO
YLR308W  	CDA2      	spore wall assembly (sensu Saccharomyces)	chitin deacetylase activity	chitosan layer of spore wall	NO	0.994	1.009	1.002	no	1.021	1.027	1.024	no	0.990	no	1.050	NO
YLR309C  	IMH1      	vesicle-mediated transport	molecular_function unknown	cytosol	NO	1.001	1.000	1.000	no	1.010	1.010	1.010	no	0.967	no	1.018	NO
YLR310C  	cdc25     	regulation of cell cycle*	Ras guanyl-nucleotide exchange factor activity	cytoplasm*	YES	0.991	0.965	0.978	no	ND	ND	ND	Essential	0.961	no	ND	Essential
YLR311C  	YLR311C   				NO	0.994	1.006	0.999	no	1.030	1.008	1.022	no	0.996	no	1.030	NO
YLR312C  	YLR312C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.997	1.006	1.002	no	1.020	1.023	1.021	no	0.987	no	1.050	NO
YLR312W-A	MRPL15    	protein biosynthesis	structural constituent of ribosome	mitochondrial large ribosomal subunit		1.003	1.004	1.004	no	0.821	0.818	0.820	yes	0.976	no	0.837	YES
YLR313C  	SPH1      	establishment of cell polarity (sensu Saccharomyces)*	cytoskeletal regulatory protein binding	bud neck*	NO	0.999	1.017	1.008	no	1.017	1.007	1.012	no	0.989	no	1.034	NO
YLR314C  	cdc3      	cell wall organization and biogenesis*	structural constituent of cytoskeleton*	shmoo tip*	YES	1.020	1.013	1.017	no	ND	ND	ND	Essential	0.989	no	ND	Essential
YLR315W  	YLR315W   	biological_process unknown	molecular_function unknown	spindle pole body*	NO	0.988	1.007	0.998	no	0.916	0.923	0.920	yes	0.986	no	0.978	NO
YLR316C  	TAD3      	tRNA modification	tRNA specific adenosine deaminase activity	cytoplasm*	YES	1.006	0.998	1.002	no	ND	ND	ND	Essential	0.956	no	ND	Essential
YLR317W  	YLR317W   				YES	1.014	0.993	1.004	no	ND	ND	ND	Essential	0.981	no	ND	Essential
YLR318W  	EST2      	telomerase-dependent telomere maintenance	telomeric template RNA reverse transcriptase activity	nucleus*	NO	1.013	1.007	1.010	no	0.954	0.958	0.955	yes	0.989	no	0.991	NO
YLR319C  	BUD6      	establishment of cell polarity (sensu Saccharomyces)*	cytoskeletal regulatory protein binding	actin cap (sensu Saccharomyces)*	NO	1.002	0.996	0.999	no	1.012	0.998	1.005	no	0.972	no	1.023	NO
YLR320W  	YLR320W   	double-strand break repair	molecular_function unknown	cellular_component unknown	NO	0.991	1.005	0.998	no	0.910	0.868	0.889	yes	0.955	no	0.790	YES
YLR321C  	SFH1      	chromatin remodeling	protein binding	nucleosome remodeling complex	YES	0.968	0.990	0.979	no	ND	ND	ND	Essential	0.970	no	ND	Essential
YLR322W  	YLR322W   	protein-vacuolar targeting	molecular_function unknown	cellular_component unknown	NO	0.966	0.973	0.969	no	0.788	0.769	0.779	yes	0.937	no	0.687	YES
YLR323C  	YLR323C   	biological_process unknown	molecular_function unknown	spliceosome complex	YES	0.997	0.994	0.995	no	ND	ND	ND	Essential	0.971	no	ND	Essential
YLR324W  	YLR324W   	biological_process unknown	molecular_function unknown	peroxisome	NO	1.018	1.009	1.014	no	0.997	0.989	0.993	no	0.987	no	0.993	NO
YLR325C  	RPL38     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	1.022	0.998	1.010	no	1.006	0.992	0.999	no	0.997	no	1.009	NO
YLR326W  	YLR326W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.006	0.993	1.002	no	1.014	1.006	1.010	no	0.983	no	1.002	NO
YLR327C  	YLR327C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.035	1.000	1.017	no	0.998	1.002	1.000	no	0.982	no	1.011	NO
YLR328W  	YLR328W   	nicotinamide adenine dinucleotide metabolism	nicotinamide-nucleotide adenylyltransferase activity	cytoplasm*	NO	1.016	1.009	1.012	no	1.011	0.998	1.004	no	1.002	no	1.011	NO
YLR329W  	rec102    	meiotic recombination*	DNA binding	nucleus	NO	ND	ND	ND	no	0.975	1.002	0.989	no	ND	no	1.005	NO
YLR330W  	chs5      	conjugation with cellular fusion*	molecular_function unknown	cytoplasm	NO	1.007	1.003	1.005	no	0.981	0.979	0.980	no	0.980	no	0.969	NO
YLR331C  	YLR331C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.012	1.008	1.010	no	1.020	0.997	1.009	no	0.978	no	1.022	NO
YLR332W  	MID2      	cell wall organization and biogenesis*	transmembrane receptor activity	integral to plasma membrane	NO	ND	ND	ND	no	0.976	1.005	0.991	no	ND	no	1.008	NO
YLR333C  	RPS25B    	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	ND	ND	ND	no	ND	ND	ND	no	ND	no	ND	NO
YLR334C  	YLR334C   				NO	0.980	1.009	0.994	no	1.000	1.015	1.008	no	1.010	no	1.028	NO
YLR335W  	NUP2      	mRNA-nucleus export*	structural molecule activity	nuclear pore	NO	1.008	0.988	1.001	no	0.983	0.984	0.983	no	0.981	no	0.989	NO
YLR336C  	SGD1      	osmoregulation	molecular_function unknown	nucleus	YES	1.017	1.000	1.009	no	ND	ND	ND	Essential	0.968	no	ND	Essential
YLR337C  	VRP1      	actin filament organization*	actin binding	actin cortical patch (sensu Saccharomyces)		1.020	1.006	1.013	no	0.868	0.900	0.884	yes	0.989	no	0.794	YES
YLR338W  	YLR338W   				NO	1.011	0.990	1.000	no	0.908	0.902	0.905	no	0.994	no	0.828	YES
YLR339C  	YLR339C   				YES	0.988	0.949	0.968	no	ND	ND	ND	Essential	0.997	no	ND	Essential
YLR340W  	RPP0      	protein biosynthesis*	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	YES	0.990	0.941	0.965	no	ND	ND	ND	Essential	0.992	no	ND	Essential
YLR341W  	YLR341W   	sporulation (sensu Saccharomyces)	molecular_function unknown	cellular_component unknown	NO	1.013	0.996	1.004	no	1.021	0.997	1.011	no	1.007	no	0.988	NO
YLR342W  	FKS1      	cell wall organization and biogenesis*	"1,3-beta-glucan synthase activity"	actin cap (sensu Saccharomyces)*	NO	0.986	0.965	0.975	no	0.906	0.894	0.900	yes	0.897	yes	0.851	YES
YLR343W  	YLR343W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.001	1.016	1.009	no	1.012	1.013	1.012	no	1.010	no	1.041	NO
YLR344W  	RPL26A    	protein biosynthesis	structural constituent of ribosome*	cytosolic large ribosomal subunit (sensu Eukarya)	NO	1.001	0.983	0.992	no	0.987	0.976	0.982	no	0.967	no	1.004	NO
YLR345W  	YLR345W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.015	1.000	1.008	no	1.029	1.005	1.017	no	0.978	no	1.005	NO
YLR346C  	YLR346C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.981	1.003	0.992	no	1.013	1.020	1.016	no	1.003	no	1.035	NO
YLR347C  	KAP95     	protein-nucleus import	protein carrier activity	cytoplasm*	YES	1.021	0.995	1.010	no	ND	ND	ND	Essential	0.995	no	ND	Essential
YLR348C  	DIC1      	dicarboxylic acid transport	dicarboxylic acid transporter activity	mitochondrial membrane	NO	1.020	0.997	1.008	no	1.020	0.994	1.007	no	0.992	no	0.997	NO
YLR349W  	YLR349W   				NO	0.989	1.001	0.995	no	1.022	0.998	1.010	no	0.976	no	1.013	NO
YLR350W  	YLR350W   	response to unfolded protein	molecular_function unknown	endoplasmic reticulum	NO	1.012	0.998	1.005	no	1.023	1.000	1.011	no	0.980	no	0.945	YES
YLR351C  	NIT3      	biological_process unknown	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in other compounds"	cytoplasm*	NO	1.025	1.007	1.016	no	1.026	1.001	1.013	no	0.989	no	1.023	NO
YLR352W  	YLR352W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.014	1.001	1.009	no	1.018	1.004	1.011	no	0.992	no	1.008	NO
YLR353W  	BUD8      	pseudohyphal growth*	molecular_function unknown	bud tip*	NO	1.016	1.004	1.010	no	1.023	1.001	1.012	no	0.988	no	1.014	NO
YLR354C  	TAL1      	pentose-phosphate shunt	transaldolase activity	cytoplasm	NO	1.041	1.004	1.023	no	1.033	0.998	1.019	no	0.958	no	1.001	NO
YLR355C  	ilv5      	mitochondrial genome maintenance*	ketol-acid reductoisomerase activity	mitochondrion	YES	1.008	1.000	1.005	no	ND	ND	ND	Essential	1.000	no	ND	Essential
YLR356W  	YLR356W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.016	0.991	1.004	no	1.017	1.000	1.008	no	0.982	no	1.009	NO
YLR357W  	RSC2      	chromatin remodeling	molecular_function unknown	nucleosome remodeling complex	NO	1.019	0.997	1.008	no	0.919	0.879	0.899	yes	0.968	no	0.822	YES
YLR358C  	YLR358C   				NO	0.974	1.002	0.988	no	0.784	0.816	0.800	no	1.000	no	0.838	YES
YLR359W  	ADE13     	purine nucleotide biosynthesis*	adenylosuccinate lyase activity	cellular_component unknown	YES	1.007	0.992	0.999	no	ND	ND	ND	Essential	0.987	no	ND	Essential
YLR360W  	VPS38     	late endosome to vacuole transport	molecular_function unknown	membrane fraction	NO	1.000	1.005	1.002	no	1.023	0.995	1.011	no	0.991	no	0.985	NO
YLR361C  	YLR361C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.988	1.003	0.995	no	1.015	1.019	1.017	no	0.997	no	1.033	NO
YLR362W  	ste11     	protein amino acid phosphorylation*	MAP kinase kinase kinase activity	cytoplasm	NO	1.021	0.989	1.005	no	ND	ND	ND	no	0.987	no	ND	NO
YLR363C  	NMD4      	"mRNA catabolism, nonsense-mediated"	molecular_function unknown	cytoplasm	NO	1.013	0.984	1.003	no	0.998	1.007	1.002	no	0.988	no	1.018	NO
YLR364W  	YLR364W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.007	0.998	1.003	no	1.009	1.007	1.008	no	0.976	no	1.001	NO
YLR365W  	YLR365W   				NO	1.006	1.005	1.005	no	1.008	1.007	1.007	no	0.991	no	1.006	NO
YLR366W  	YLR366W   				NO	1.011	0.989	1.000	no	0.961	0.960	0.961	no	0.978	no	1.003	NO
YLR367W  	RPS22B    	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	1.017	0.995	1.006	no	0.988	0.970	0.979	no	0.992	no	0.992	NO
YLR368W  	YLR368W   	mitochondrion organization and biogenesis	molecular_function unknown	cellular_component unknown	NO	1.017	0.981	1.005	no	0.961	0.899	0.930	yes	0.982	no	0.936	YES
YLR369W  	SSQ1      	DNA dependent DNA replication*	chaperone activity	mitochondrial matrix	NO	1.012	0.995	1.003	no	0.914	0.835	0.875	yes	0.989	no	0.771	YES
YLR370C  	ARC18     	actin filament organization	structural constituent of cytoskeleton	Arp2/3 protein complex	NO	0.990	0.996	0.993	no	0.766	0.808	0.787	yes	1.003	no	0.728	YES
YLR371W  	ROM2      	cell wall organization and biogenesis*	signal transducer activity*	bud tip	NO	1.018	0.998	1.008	no	0.857	0.826	0.842	yes	0.990	no	0.988	NO
YLR372W  	SUR4      	sphingolipid biosynthesis*	fatty acid elongase activity	endoplasmic reticulum*	NO	1.010	0.982	0.996	no	0.898	0.889	0.893	yes	0.978	no	0.815	YES
YLR373C  	VID22     	vacuolar protein catabolism	molecular_function unknown	integral to plasma membrane	NO	1.015	0.978	0.996	no	0.827	0.890	0.859	yes	0.975	no	0.819	YES
YLR374C  	YLR374C   				NO	1.013	0.972	0.992	no	0.939	0.897	0.918	no	0.970	no	0.815	YES
YLR375W  	STP3      	biological_process unknown	molecular_function unknown	nucleus	NO	1.016	0.999	1.007	no	1.016	0.977	0.996	no	0.981	no	0.922	YES
YLR376C  	YLR376C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.013	0.995	1.004	no	1.010	0.999	1.005	no	0.987	no	1.004	NO
YLR377C  	FBP1      	gluconeogenesis	fructose-bisphosphatase activity	cytosol	NO	1.004	0.992	0.998	no	1.005	1.001	1.003	no	0.980	no	1.000	NO
YLR378C  	SEC61     	protein-ER targeting*	protein transporter activity	integral to endoplasmic reticulum membrane*	YES	1.011	0.987	0.999	no	ND	ND	ND	Essential	0.978	no	ND	Essential
YLR379W  	YLR379W   				YES	1.013	1.000	1.006	no	ND	ND	ND	Essential	0.975	no	ND	Essential
YLR380W  	CSR1      	cell wall organization and biogenesis*	phosphatidylinositol transporter activity	cytoplasm*	NO	1.010	0.999	1.004	no	1.013	1.001	1.007	no	0.980	no	1.012	NO
YLR381W  	YLR381W   	chromosome segregation	protein binding	condensed nuclear chromosome kinetochore	NO	1.012	0.996	1.004	no	1.010	0.992	1.001	no	0.986	no	0.972	NO
YLR382C  	nam2      	Group I intron splicing*	mRNA binding*	mitochondrion	NO	0.988	0.999	0.993	no	0.853	0.779	0.816	yes	1.006	no	0.739	YES
YLR384C  	IKI3      	regulation of transcription from Pol II promoter	Pol II transcription elongation factor activity*	transcription elongation factor complex*	NO	1.017	1.001	1.009	no	0.864	0.840	0.852	yes	0.989	no	0.950	YES
YLR385C  	YLR385C   	biological_process unknown	molecular_function unknown	nucleus	NO	1.005	0.994	0.999	no	1.001	0.997	0.999	no	0.980	no	1.006	NO
YLR386W  	YLR386W   	vacuole inheritance*	enzyme activator activity	vacuole	NO	1.011	0.998	1.005	no	0.905	0.891	0.898	yes	0.989	no	0.955	NO
YLR387C  	YLR387C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.003	1.001	1.002	no	1.005	1.001	1.003	no	0.986	no	1.022	NO
YLR388W  	RPS29A    	protein biosynthesis	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	NO	0.978	0.949	0.965	yes	0.904	0.839	0.876	yes	0.987	no	0.933	YES
YLR389C  	STE23     	proteolysis and peptidolysis*	metallopeptidase activity	integral to membrane	NO	1.018	0.993	1.005	no	1.013	1.004	1.009	no	0.962	no	0.999	NO
YLR390W  	ECM19     	cell wall organization and biogenesis	molecular_function unknown	cellular_component unknown	NO	1.008	0.992	1.002	no	1.010	1.011	1.010	no	0.982	no	0.999	NO
YLR390W-A	SSR1      	cell wall organization and biogenesis	structural constituent of cell wall	mitochondrion*		0.984	0.998	0.991	no	1.014	1.006	1.010	no	1.004	no	1.017	NO
YLR391W  	YLR391W   				NO	1.020	0.995	1.008	no	1.009	1.001	1.005	no	0.971	no	0.978	NO
YLR392C  	YLR392C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.007	0.989	0.998	no	1.026	1.002	1.014	no	0.981	no	1.017	NO
YLR393W  	ATP10     	protein complex assembly	molecular_function unknown	mitochondrial membrane	NO	1.007	1.000	1.003	no	0.988	0.944	0.966	no	0.987	no	0.930	YES
YLR394W  	CST9      	synaptonemal complex formation*	DNA binding	nuclear chromosome	NO	0.993	1.004	0.999	no	1.008	1.008	1.008	no	1.003	no	1.030	NO
YLR395C  	COX8      	aerobic respiration	cytochrome-c oxidase activity	respiratory chain complex IV (sensu Eukarya)	NO	1.018	0.998	1.008	no	1.016	0.996	1.006	no	0.993	no	1.005	NO
